ObjectName,ObjectType,PrincipalName,PrincipalType,ActiveDirectoryRights,ACEType,AccessControlType,IsInherited
STORAGE REPLICA ADMINISTRATORS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
STORAGE REPLICA ADMINISTRATORS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
CERT PUBLISHERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
CERT PUBLISHERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
CERT PUBLISHERS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
CERT PUBLISHERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
CERT PUBLISHERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
CERT PUBLISHERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
CERT PUBLISHERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
RAS AND IAS SERVERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
RAS AND IAS SERVERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
RAS AND IAS SERVERS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
RAS AND IAS SERVERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
RAS AND IAS SERVERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
RAS AND IAS SERVERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
RAS AND IAS SERVERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
SERVER OPERATORS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
SERVER OPERATORS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
SERVER OPERATORS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
SERVER OPERATORS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
SERVER OPERATORS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
SERVER OPERATORS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
SERVER OPERATORS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
SERVER OPERATORS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
SERVER OPERATORS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
SERVER OPERATORS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
ACCOUNT OPERATORS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
ACCOUNT OPERATORS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
ACCOUNT OPERATORS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
ACCOUNT OPERATORS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
ACCOUNT OPERATORS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
ACCOUNT OPERATORS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
ACCOUNT OPERATORS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
ACCOUNT OPERATORS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
ACCOUNT OPERATORS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
ACCOUNT OPERATORS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
PRE-WINDOWS 2000 COMPATIBLE ACCESS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
PRE-WINDOWS 2000 COMPATIBLE ACCESS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
PRE-WINDOWS 2000 COMPATIBLE ACCESS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
PRE-WINDOWS 2000 COMPATIBLE ACCESS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
PRE-WINDOWS 2000 COMPATIBLE ACCESS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
PRE-WINDOWS 2000 COMPATIBLE ACCESS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
PRE-WINDOWS 2000 COMPATIBLE ACCESS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
INCOMING FOREST TRUST BUILDERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
INCOMING FOREST TRUST BUILDERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
INCOMING FOREST TRUST BUILDERS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
INCOMING FOREST TRUST BUILDERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
INCOMING FOREST TRUST BUILDERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
INCOMING FOREST TRUST BUILDERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
INCOMING FOREST TRUST BUILDERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
WINDOWS AUTHORIZATION ACCESS GROUP@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
WINDOWS AUTHORIZATION ACCESS GROUP@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
WINDOWS AUTHORIZATION ACCESS GROUP@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
WINDOWS AUTHORIZATION ACCESS GROUP@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
WINDOWS AUTHORIZATION ACCESS GROUP@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
WINDOWS AUTHORIZATION ACCESS GROUP@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
WINDOWS AUTHORIZATION ACCESS GROUP@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
TERMINAL SERVER LICENSE SERVERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
TERMINAL SERVER LICENSE SERVERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
TERMINAL SERVER LICENSE SERVERS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
TERMINAL SERVER LICENSE SERVERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
TERMINAL SERVER LICENSE SERVERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
TERMINAL SERVER LICENSE SERVERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
TERMINAL SERVER LICENSE SERVERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
ALLOWED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
ALLOWED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
ALLOWED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
ALLOWED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
ALLOWED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
ALLOWED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
ALLOWED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
DENIED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
DENIED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
DENIED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
DENIED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
DENIED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
DENIED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
DENIED RODC PASSWORD REPLICATION GROUP@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
DNSADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
DNSADMINS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
DNSADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
DNSADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
DNSADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
DNSADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
DOMAIN COMPUTERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
DOMAIN COMPUTERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
DOMAIN COMPUTERS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
DOMAIN COMPUTERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
DOMAIN COMPUTERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
DOMAIN COMPUTERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
DOMAIN COMPUTERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
SCHEMA ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
SCHEMA ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
SCHEMA ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
SCHEMA ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
SCHEMA ADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
SCHEMA ADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
SCHEMA ADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
SCHEMA ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
SCHEMA ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
SCHEMA ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
DOMAIN USERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
DOMAIN USERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
DOMAIN USERS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
DOMAIN USERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
DOMAIN USERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
DOMAIN USERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
DOMAIN USERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
DOMAIN GUESTS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
DOMAIN GUESTS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
DOMAIN GUESTS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
DOMAIN GUESTS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
DOMAIN GUESTS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
DOMAIN GUESTS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
DOMAIN GUESTS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
GROUP POLICY CREATOR OWNERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
GROUP POLICY CREATOR OWNERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
GROUP POLICY CREATOR OWNERS@CYBERSPACEKITTENS.LOCAL,group,Account Operators@cyberspacekittens.local,GROUP,GenericAll,,AccessAllowed,False
GROUP POLICY CREATOR OWNERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,True
GROUP POLICY CREATOR OWNERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,True
GROUP POLICY CREATOR OWNERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,True
GROUP POLICY CREATOR OWNERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,True
READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteOwner,,AccessAllowed,False
READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,WriteDacl,,AccessAllowed,False
READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,ENTERPRISE ADMINS@CYBERSPACEKITTENS.LOCAL,group,ExtendedRight,All,AccessAllowed,False
READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteOwner,,AccessAllowed,False
READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,WriteDacl,,AccessAllowed,False
READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,Administrators@cyberspacekittens.local,GROUP,ExtendedRight,All,AccessAllowed,False
ENTERPRISE READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,Owner,,AccessAllowed,False
ENTERPRISE READ-ONLY DOMAIN CONTROLLERS@CYBERSPACEKITTENS.LOCAL,group,DOMAIN ADMINS@CYBERSPACEKITTENS.LOCAL,group,GenericAll,,AccessAllowed,False
